id,account_name,country,city,segment,sap_partner_ref,is_active,created_at
CRM-000263,Servicios Continental S.A.,CHL,Houston,Business,,true,2023-06-11T00:00:00
CRM-000264,Industrias Latina SAPI de CV,CL,CDMX,Corporate,,true,2022-06-01T00:00:00
CRM-000265,Constructora del Norte,México,Guadalajara,Retail,,true,2021-10-06T00:00:00
CRM-000266,COMERCIAL DEL NORTE SAPI DE CV,Chile,Guadalajara,Premier,,true,2021-01-12T00:00:00
CRM-000267,Grupo Continental SAPI de CV,US,Santiago,Retail,,true,2022-03-18T00:00:00
CRM-000268,BANCO REGIO,MX,Guadalajara,Business,,true,2021-04-21T00:00:00
CRM-000269,Comercial Azteca SA,CL,CDMX,Business,,true,2024-10-24T00:00:00
CRM-000270,Industrias Regio SA de CV,USA,Guadalajara,Business,,true,2024-01-26T00:00:00
CRM-000271,Banco del Golfo,Mexico,Guadalajara,Premier,,true,2022-04-13T00:00:00
CRM-000272,Servicios Regio SA de CV,Chile,CDMX,Retail,,true,2024-06-18T00:00:00
CRM-000273,Distribuidora del Golfo SA,México ,CDMX,Corporate,,true,2021-10-19T00:00:00
CRM-000274,Inmobiliaria Continental SA de CV,MEX,Santiago,Retail,,true,2021-03-07T00:00:00
CRM-000275,Inmobiliaria Latina SA de CV,Mexico,Guadalajara,Corporate,,false,2024-05-25T00:00:00
