MANDT,ACCT,ITEM_NO,POST_DATE,VALUT,AMOUNT,WAERS,DC_IND,TEXT
100,000050000060,000004,20230724,20220325,1452322,MXN,H,Transferencia
100,000050000060,000005,20210906,20230418,1608357,MXN,S,Retiro
100,000050000060,000006,20221122,20210923,2339197,MXN,H,Pago
100,000050000060,000007,20210929,20221010,4080334,MXN,H,Retiro
100,000050000060,000008,20230330,20240312,3348312,MXN,S,Pago
100,000050000060,000009,20210821,20240430,3461400,MXN,S,Transferencia
100,000050000060,000010,20240330,20241023,3694583,MXN,S,Comision
100,000050000060,000011,20230904,20211129,1355913,MXN,S,Transferencia
100,000050000060,000012,20220829,20210316,3228070,MXN,H,Comision
100,000050000060,000013,20201112,20230818,3401336,MXN,H,Deposito
100,000050000060,000014,20240919,20210905,858006,MXN,H,Transferencia
100,000050000060,000015,20200611,20210725,1781670,MXN,H,Deposito
100,000050000060,000016,20230627,20200615,2669774,MXN,H,Pago
100,000050000060,000017,20200506,20230524,1358106,MXN,H,Retiro
100,000050000060,000018,20231217,20201103,2149083,MXN,S,Pago
100,000050000060,000019,20240111,20221011,1034255,MXN,H,Deposito
100,000050000060,000020,20201003,20210826,2904789,MXN,S,Retiro
100,000050000061,000001,20221223,20210923,2547223,MXN,S,Comision
100,000050000061,000002,20240924,20210417,1945062,MXN,H,Transferencia
100,000050000061,000003,20210926,20230624,4204830,MXN,S,Pago
100,000050000061,000004,20220325,20221227,3827429,MXN,H,Comision
100,000050000061,000005,20241020,20220324,156674,MXN,S,Deposito
100,000050000061,000006,20221114,20230704,2367937,MXN,H,Retiro
100,000050000061,000007,20240619,20240304,1056145,MXN,S,Transferencia
100,000050000061,000008,20200830,20220316,51536,MXN,H,Retiro
100,000050000062,000001,20210407,20231013,2000816,MXN,H,Deposito
100,000050000062,000002,20200718,20210218,333069,MXN,S,Pago
100,000050000062,000003,20220401,20220529,4654533,MXN,H,Comision
100,000050000062,000004,20210702,20240202,2481340,MXN,S,Deposito
100,000050000062,000005,20200630,20210301,2371904,MXN,S,Comision
100,000050000062,000006,20220222,20220324,4301894,MXN,S,Pago
100,000050000062,000007,20241105,20210520,3128996,MXN,H,Pago
100,000050000062,000008,20240324,20230527,4262887,MXN,S,Comision
100,000050000062,000009,20220505,20200110,4217125,MXN,H,Pago
100,000050000062,000010,20201215,20241109,1070097,MXN,S,Retiro
100,000050000062,000011,20240206,20230423,1644444,MXN,H,Pago
100,000050000063,000001,20230424,20240415,3445675,MXN,S,Retiro
100,000050000063,000002,20240220,20230607,2465494,MXN,S,Retiro
100,000050000063,000003,20201229,20230831,1067326,MXN,H,Retiro
100,000050000063,000004,20221009,20211115,1647737,MXN,H,Retiro
100,000050000063,000005,20201128,20210406,1848626,MXN,H,Retiro
100,000050000063,000006,20221114,20230423,1924528,MXN,H,Transferencia
100,000050000063,000007,20221225,20230116,1491265,MXN,H,Pago
100,000050000063,000008,20220926,20200919,2279870,MXN,S,Retiro
100,000050000063,000009,20221116,20230517,4401633,MXN,H,Comision
100,000050000063,000010,20230801,20211118,4299299,MXN,S,Retiro
100,000050000063,000011,20220411,20240707,1335912,MXN,S,Deposito
100,000050000063,000012,20230930,20230414,3371078,MXN,H,Pago
100,000050000063,000013,20201107,20241030,857813,MXN,H,Retiro
100,000050000064,000001,20200303,20201220,4767206,USD,H,Pago
100,50000064,000002,20240926,20220702,4711227,USD,H,Comision
100,000050000064,000003,20210915,20200801,2164862,USD,S,Retiro
100,000050000064,000004,20210930,20230824,2438516,USD,H,Deposito
100,000050000064,000005,20220223,20240126,4553716,USD,S,Retiro
100,000050000064,000006,20240628,20200107,410417,USD,S,Transferencia
100,000050000064,000007,20240805,20211216,1369746,USD,S,Deposito
100,000050000064,000008,20230110,20240523,943942,USD,H,Retiro
100,000050000064,000009,20240309,20210115,1697514,USD,H,Transferencia
100,000050000064,000010,20230726,20201107,2313068,USD,H,Comision
100,000050000064,000011,20220930,20230703,1522745,USD,H,Deposito
100,000050000064,000012,20231003,20220701,4389897,USD,H,Transferencia
100,000050000064,000013,20240131,20230921,1747103,USD,H,Pago
100,000050000064,000014,20230730,20200304,4256604,USD,H,Pago
100,000050000065,000001,20240526,20240106,1949966,MXN,S,Deposito
100,000050000065,000002,20220320,20211207,1025709,MXN,S,Deposito
100,000050000065,000003,20210621,20211015,2454365,MXN,H,Pago
100,000050000065,000004,20201210,20200711,1740758,MXN,S,Retiro
100,000050000066,000001,20200901,20241011,794526,USD,H,Pago
100,000050000066,000002,20240831,20231221,1599117,USD,S,Deposito
100,000050000066,000003,20240208,20220203,3233714,USD,H,Retiro
100,000050000066,000004,20241103,20240323,3837748,USD,S,Comision
100,000050000066,000005,20220611,20200802,4583013,USD,H,Deposito
100,000050000066,000006,20200109,20240607,3986995,USD,S,Retiro
100,000050000066,000007,20210903,20220926,1410849,USD,S,Deposito
100,000050000066,000008,20200119,20240120,1734915,USD,S,Pago
100,000050000066,000009,20231203,20210205,1053811,USD,H,Deposito
100,000050000066,000010,20200530,20220829,4507480,USD,H,Retiro
100,000050000066,000011,20230323,20231014,881792,USD,H,Retiro
100,000050000066,000012,20201218,20221008,2175319,USD,H,Pago
100,000050000066,000013,20240728,20210825,4525568,USD,S,Pago
100,000050000066,000014,20230228,20241016,1533649,USD,S,Deposito
100,000050000066,000015,20210206,20210929,1609668,USD,H,Deposito
100,000050000066,000016,20240509,20230202,1141582,USD,S,Comision
100,000050000066,000017,20240403,20201204,3373524,USD,S,Retiro
100,000050000067,000001,20210412,20220502,4433556,MXN,S,Pago
100,000050000067,000002,20230912,20210302,1856777,MXN,S,Pago
100,000050000067,000003,20241020,20230216,1557627,MXN,S,Retiro
100,000050000067,000004,20201113,20200427,3088921,MXN,H,Retiro
100,000050000067,000005,20221119,20200823,4422136,MXN,S,Deposito
100,000050000067,000006,20240712,20220801,1236665,MXN,S,Transferencia
100,000050000067,000007,20211012,20200127,2749374,MXN,S,Deposito
100,000050000067,000008,20210406,20210423,455453,MXN,H,Retiro
100,000050000067,000009,20230516,20230814,1687569,MXN,H,Retiro
100,000050000067,000010,20230210,20230930,2006922,MXN,S,Comision
100,000050000067,000011,20230507,20240427,1684786,MXN,S,Comision
100,000050000067,000012,20210811,20200522,4212529,MXN,S,Retiro
100,000050000067,000013,20200319,20230117,1825044,MXN,S,Retiro
100,000050000067,000014,20220810,20211104,4522382,MXN,S,Deposito
100,000050000067,000015,20240115,20200413,2393945,MXN,H,Pago
100,000050000067,000016,20220503,20220614,1128368,MXN,S,Transferencia
100,000050000067,000017,20210422,20240606,870158,MXN,H,Comision
100,000050000067,000018,20220522,20240408,1154898,MXN,S,Transferencia
100,000050000067,000019,20220307,20200303,4615307,MXN,H,Comision
100,000050000068,000001,20231130,20210520,2787046,MXN,H,Comision
100,000050000068,000002,20230330,20231010,790806,MXN,S,Transferencia
100,000050000068,000003,20201120,20241123,3847279,MXN,H,Retiro
100,000050000068,000004,20240714,20200424,1249726,MXN,S,Comision
100,000050000068,000005,20210622,20220911,4815014,MXN,S,Comision
100,000050000068,000006,20201226,20210424,4137705,MXN,H,Transferencia
100,000050000068,000007,20221113,20230224,4321630,MXN,H,Pago
100,000050000068,000008,20241008,20230507,2752823,MXN,H,Retiro
100,000050000068,000009,20220730,20210419,3158028,MXN,H,Retiro
100,000050000068,000010,20200914,20240912,299490,MXN,S,Transferencia
100,000050000068,000011,20240531,20220702,4996253,MXN,S,Deposito
100,000050000069,000001,20240415,20211024,593708,CLP,S,Transferencia
100,000050000069,000002,20220109,20200508,300910,CLP,H,Transferencia
100,000050000069,000003,20211027,20230119,2968535,CLP,S,Comision
100,000050000069,000004,20200818,20220428,1021686,CLP,H,Pago
100,000050000069,000005,20210721,20200604,2080077,CLP,H,Retiro
100,000050000069,000006,20210824,20240925,4479646,CLP,S,Retiro
100,000050000069,000007,20200203,20200816,1004797,CLP,H,Deposito
100,000050000069,000008,20220825,20200606,4003352,CLP,H,Deposito
100,000050000069,000009,20200214,20210130,4487775,CLP,H,Deposito
100,000050000069,000010,20240221,20230807,3593746,CLP,S,Deposito
100,000050000069,000011,20200608,20210303,2170019,CLP,H,Pago
100,000050000069,000012,20201123,20230102,4019755,CLP,H,Transferencia
100,000050000069,000013,20210703,20230511,1656234,CLP,S,Pago
100,000050000069,000014,20240908,20240724,4502899,CLP,H,Deposito
100,000050000069,000015,20200825,20240731,2266061,CLP,H,Comision
100,000050000069,000016,20210627,20200315,4998202,CLP,S,Deposito
100,000050000070,000001,20220312,20200612,1612305,MXN,H,Comision
100,000050000070,000002,20240808,20211229,564476,MXN,H,Pago
100,000050000070,000003,20211109,20221014,581339,MXN,H,Deposito
100,000050000070,000004,20220226,20240823,4499335,MXN,H,Pago
100,000050000070,000005,20220327,20241126,3032317,MXN,H,Comision
100,000050000070,000006,20240523,20240622,4854313,MXN,S,Transferencia
100,000050000070,000007,20221017,20221007,503092,MXN,H,Retiro
100,000050000070,000008,20230526,20221219,4477920,MXN,S,Pago
100,000050000070,000009,20211225,20201028,2462097,MXN,S,Pago
100,000050000070,000010,20210513,20211230,537089,MXN,S,Deposito
100,000050000070,000011,20210511,20210412,1734604,MXN,H,Deposito
100,000050000071,000001,20211112,20220821,1635413,CLP,H,Comision
100,000050000071,000002,20220829,20200131,2774215,CLP,S,Deposito
100,000050000071,000003,20221207,20200822,4240621,CLP,H,Retiro
100,000050000071,000004,20230819,20240218,466515,CLP,S,Comision
100,000050000071,000005,20210418,20200319,4289200,CLP,H,Pago
100,000050000071,000006,20210416,20240125,2909306,CLP,S,Comision
100,000050000071,000007,20230922,20240616,4301980,CLP,S,Retiro
100,000050000071,000008,20210603,20220708,2907894,CLP,S,Deposito
100,000050000072,000001,20231109,20230829,2892984,MXN,H,Pago
100,000050000072,000002,20240312,20210606,162882,MXN,H,Retiro
100,000050000072,000003,20200305,20200923,417374,MXN,S,Transferencia
100,000050000072,000004,20221004,20240715,1509047,MXN,S,Retiro
100,000050000072,000005,20200323,20200916,3732388,MXN,S,Pago
100,000050000072,000006,20230309,20220512,4392507,MXN,S,Transferencia
100,000050000072,000007,20220125,20230604,3552802,MXN,H,Comision
100,000050000072,000008,20200724,20220429,384498,MXN,H,Comision
100,000050000072,000009,20230811,20241002,3019873,MXN,H,Deposito
100,000050000072,000010,20211024,20241012,3917019,MXN,H,Retiro
100,000050000072,000011,20200428,20231101,1986412,MXN,H,Transferencia
100,000050000073,000001,20201002,20200522,3032482,MXN,H,Transferencia
100,000050000073,000002,20230804,20200615,4310330,MXN,H,Deposito
100,000050000073,000003,20240424,20231007,634981,MXN,H,Comision
100,000050000073,000004,20200403,20220713,1532214,MXN,H,Transferencia
100,000050000073,000005,20210619,20221222,3311487,MXN,H,Deposito
100,000050000073,000006,20240312,20240128,3824244,MXN,H,Deposito
100,000050000073,000007,20210514,20201119,2646379,MXN,H,Retiro
100,000050000073,000008,20241103,20230627,2160590,MXN,H,Transferencia
100,000050000073,000009,20210625,20200212,2952554,MXN,S,Deposito
100,000050000074,000001,20230619,20231030,2473720,MXN,H,Deposito
100,000050000074,000002,20210711,20211031,3907965,MXN,H,Retiro
100,000050000074,000003,20240105,20230816,1863048,MXN,H,Deposito
100,000050000074,000004,20241022,20221228,106931,MXN,H,Deposito
100,000050000074,000005,20220630,20211024,1710488,MXN,S,Transferencia
100,000050000074,000006,20200409,20200904,1985569,MXN,S,Retiro
100,000050000074,000007,20240717,20200918,3463116,MXN,H,Transferencia
100,000050000074,000008,20210116,20200925,2304951,MXN,S,Retiro
100,000050000074,000009,20220930,20231214,4114266,MXN,H,Deposito
100,000050000074,000010,20230504,20220721,389046,MXN,S,Transferencia
100,000050000074,000011,20210525,20220628,3913714,MXN,H,Comision
100,000050000074,000012,20231118,20200330,2875728,MXN,S,Retiro
100,000050000075,000001,20210810,20210517,3890198,USD,S,Transferencia
100,000050000075,000002,20220910,20220121,2894004,USD,S,Retiro
100,000050000075,000003,20240201,20211209,3806232,USD,S,Retiro
100,000050000075,000004,20200310,20211212,1156349,USD,S,Deposito
100,000050000075,000005,20240602,20200703,437403,USD,H,Retiro
100,000050000075,000006,20230209,20210617,464598,USD,S,Pago
100,000050000075,000007,20221011,20240417,656111,USD,H,Comision
100,000050000075,000008,20210816,20200624,1355962,USD,S,Comision
100,000050000075,000009,20220320,20200416,4726044,USD,S,Deposito
100,000050000075,000010,20231128,20230619,187914,USD,S,Transferencia
100,000050000075,000011,20210220,20240315,4922559,USD,H,Deposito
100,000050000075,000012,20211105,20200824,1032483,USD,S,Deposito
100,000050000075,000013,20211021,20231117,1287826,USD,S,Deposito
100,000050000075,000014,20210205,20210101,2094146,USD,H,Retiro
100,000050000075,000015,20240229,20241114,2552459,USD,S,Pago
100,000050000076,000001,20210511,20200212,4773583,MXN,S,Pago
100,000050000076,000002,20220518,20221229,3479259,MXN,H,Transferencia
100,000050000076,000003,20210331,20230904,2499998,MXN,S,Comision
100,000050000076,000004,20240403,20240525,953764,MXN,H,Comision
100,000050000076,000005,20210410,20220130,2404328,MXN,S,Retiro
100,000050000076,000006,20240222,20241201,4594984,MXN,H,Transferencia
100,000050000076,000007,20200826,20211121,4181329,MXN,H,Pago
100,000050000076,000008,20240524,20240829,768157,MXN,H,Transferencia
100,000050000076,000009,20200831,20230301,2022410,MXN,S,Transferencia
100,000050000076,000010,20221024,20210724,4234307,MXN,S,Pago
100,000050000076,000011,20220711,20240223,163176,MXN,H,Deposito
100,000050000077,000001,20220710,20220301,2751218,JPY,H,Deposito
100,000050000077,000002,20241028,20211204,3393348,JPY,S,Comision
100,000050000077,000003,20221106,20240217,698426,JPY,H,Transferencia
100,000050000077,000004,20220529,20221123,365231,JPY,H,Retiro
100,000050000077,000005,20221231,20220829,1726119,JPY,H,Comision
100,000050000077,000006,20240305,20211025,1098099,JPY,H,Transferencia
100,000050000077,000007,20240630,20220226,1436418,JPY,H,Transferencia
100,000050000077,000008,20220612,20200908,904536,JPY,S,Comision
100,000050000077,000009,20200828,20211021,1967409,JPY,H,Deposito
100,000050000077,000010,20200401,20210124,947779,JPY,S,Transferencia
100,000050000077,000011,20220629,20220825,4337296,JPY,S,Retiro
100,000050000077,000012,20200305,20230409,1833619,JPY,S,Retiro
100,000050000077,000013,20210416,20240622,1559434,JPY,H,Pago
100,000050000078,000001,20220306,20201201,526270,MXN,S,Transferencia
100,000050000078,000002,20231118,20220507,2679867,MXN,H,Deposito
100,000050000078,000003,20230316,20240727,3175901,MXN,S,Comision
100,000050000078,000004,20240828,20240627,1944952,MXN,H,Transferencia
100,000050000078,000005,20230604,20240224,3011139,MXN,S,Transferencia
100,000050000078,000006,20230224,20210623,1620872,MXN,H,Pago
100,000050000079,000001,20200520,20240218,3218653,MXN,S,Pago
100,000050000079,000002,20240110,20220131,2572295,MXN,H,Comision
100,000050000079,000003,20200108,20230314,4634803,MXN,H,Pago
100,000050000079,000004,20200921,20240929,3012601,MXN,S,Deposito
100,000050000079,000005,20221101,20211029,695879,MXN,H,Comision
100,000050000079,000006,20230728,20220514,2925845,MXN,S,Pago
100,000050000079,000007,20241126,20200615,902295,MXN,S,Retiro
100,000050000079,000008,20201011,20221205,2457882,MXN,S,Comision
100,000050000079,000009,20210324,20200328,818256,MXN,H,Comision
100,000050000079,000010,20220218,20220813,1071317,MXN,H,Pago
100,000050000079,000011,20240109,20231010,762631,MXN,H,Comision
100,000050000080,000001,20220126,20230712,3566531,JPY,S,Comision
100,000050000080,000002,20210503,20220101,2649250,JPY,H,Deposito
100,000050000080,000003,20220624,20200506,3057610,JPY,H,Retiro
100,000050000080,000004,20240829,20240829,4564939,JPY,H,Transferencia
100,000050000080,000005,20230531,20240620,2600443,JPY,H,Comision
100,000050000080,000006,20201105,20210305,1691221,JPY,H,Retiro
100,000050000081,000001,20220321,20220117,416882,MXN,H,Comision
100,000050000081,000002,20221009,20240810,2465437,MXN,S,Transferencia
100,000050000081,000003,20210721,20200716,550011,MXN,H,Pago
100,000050000081,000004,20210525,20240916,2780868,MXN,H,Transferencia
100,000050000081,000005,20200701,20210201,1338921,MXN,H,Retiro
100,000050000081,000006,20231005,20211123,4803268,MXN,S,Retiro
100,000050000081,000007,20240905,20240306,4970810,MXN,S,Pago
100,000050000081,000008,20231019,20240802,1797913,MXN,H,Pago
100,000050000081,000009,20220717,20220419,312011,MXN,S,Comision
100,000050000081,000010,20230907,20200609,681725,MXN,H,Retiro
100,000050000081,000011,20230718,20240821,610892,MXN,S,Pago
100,000050000082,000001,20230403,20210719,3606575,MXN,H,Retiro
100,000050000082,000002,20200923,20240807,1991304,MXN,H,Retiro
100,000050000082,000003,20201201,20201102,2318749,MXN,S,Retiro
100,000050000082,000004,20200407,20210205,2299364,MXN,H,Comision
100,000050000082,000005,20200817,20220627,4728769,MXN,S,Transferencia
100,000099000949,000006,20210113,20240305,2394368,MXN,S,Transferencia
100,000050000082,000007,20221108,20231016,1982426,MXN,H,Retiro
100,000050000082,000008,20220621,20240619,2518613,MXN,S,Comision
100,000050000082,000009,20220326,20230906,2959261,MXN,H,Pago
100,000050000082,000010,20211109,20230429,1238675,MXN,S,Comision
100,000050000082,000011,20211216,20220215,1562740,MXN,S,Deposito
100,000050000082,000012,20230822,20200714,2705604,MXN,H,Pago
100,000050000082,000013,20210406,20210317,1293183,MXN,H,Deposito
100,000050000082,000014,20240225,20230221,2113054,MXN,H,Pago
100,000050000083,000001,20210602,20200929,2856053,USD,S,Retiro
100,000050000083,000002,20220727,20220716,164761,USD,S,Retiro
100,000050000083,000003,20200306,20200124,542974,USD,H,Pago
100,000050000083,000004,20240406,20210608,2173503,USD,H,Comision
100,000050000083,000005,20220731,20231130,4660369,USD,H,Retiro
100,000050000083,000006,20220409,20230410,4561014,USD,H,Deposito
100,000050000083,000007,20200425,20230803,851428,USD,S,Comision
100,000050000084,000001,20220326,20210107,4267543,MXN,S,Deposito
100,000050000084,000002,20240404,20240818,4050829,MXN,S,Comision
100,000050000084,000003,20240103,20231010,2636030,MXN,H,Pago
100,000050000084,000004,20221024,20220909,2690186,MXN,H,Deposito
100,000050000084,000005,20240316,20230304,,MXN,S,Deposito
100,000050000084,000006,20200606,20210130,19676,MXN,H,Transferencia
100,000050000084,000007,20220418,20210924,3824947,MXN,S,Pago
100,000050000084,000008,20240407,20221118,308229,MXN,S,Retiro
100,000050000084,000009,20240211,20220428,2396270,MXN,S,Retiro
100,000050000084,000010,20221008,20240503,3699407,MXN,S,Deposito
100,000050000084,000011,20221122,20230204,374716,MXN,S,Comision
100,000050000084,000012,20221107,20221020,1093742,MXN,H,Comision
100,000050000084,000013,20210823,20210403,3108683,MXN,H,Pago
100,000050000084,000014,20220616,20210618,725017,MXN,S,Pago
100,000050000084,000015,20240810,20210414,3459547,MXN,S,Comision
100,000050000085,000001,20220219,20240101,3035289,JPY,S,Transferencia
100,000050000085,000002,20200316,20220418,2406874,JPY,S,Transferencia
100,000050000085,000003,20210722,20210128,1274428,JPY,S,Retiro
100,000050000085,000004,20230519,20240430,1884013,JPY,H,Comision
100,000050000085,000005,20231019,20220220,970190,JPY,S,Transferencia
100,000050000085,000006,20240604,20200225,4644824,JPY,H,Retiro
100,000050000085,000007,20230322,20221111,148089,JPY,H,Transferencia
100,000050000085,000008,20240916,20240608,746792,JPY,H,Pago
100,000050000085,000009,20200621,20240723,1593747,JPY,H,Comision
100,000050000085,000010,20220926,20240226,2551513,JPY,H,Deposito
100,000050000085,000011,20200407,20210610,3169398,JPY,S,Transferencia
100,000050000085,000012,20210309,20241005,4176949,JPY,H,Deposito
100,000050000086,000001,20230710,20200425,937045,MXN,H,Deposito
100,000050000086,000002,20221108,20230121,2032833,MXN,S,Deposito
100,000050000086,000003,20220617,20211021,2418229,MXN,H,Pago
100,000050000086,000004,20240317,20220419,4734485,MXN,S,Deposito
100,000050000086,000005,20220309,20230318,4638312,MXN,S,Transferencia
100,000050000086,000006,20210907,20201002,4246307,MXN,H,Retiro
100,000050000086,000007,20240704,20230128,747513,MXN,H,Pago
100,000050000087,000001,20240430,20231108,975623,MXN,S,Deposito
100,000050000087,000002,20210123,20210509,3115951,MXN,S,Deposito
100,000050000087,000003,20200808,20240702,609056,MXN,H,Pago
100,000050000087,000004,20220528,20200130,2210885,MXN,S,Comision
100,000050000087,000005,20240316,20200126,311271,MXN,S,Comision
100,000050000087,000006,20211007,20240627,4988771,MXN,S,Transferencia
100,000050000087,000007,20240418,20220816,3141633,MXN,S,Pago
100,000050000087,000008,20240612,20240602,3509712,MXN,H,Retiro
100,000050000087,000009,20211121,20240220,855046,MXN,H,Deposito
100,000050000087,000010,20230429,20210205,3342399,MXN,S,Retiro
100,000050000087,000011,20210816,20240617,1774093,MXN,H,Deposito
100,000050000087,000012,20220130,20241119,1626932,MXN,H,Comision
100,000050000088,000001,20231103,20240712,1159225,USD,S,Transferencia
100,000050000088,000002,20210909,20201109,4533678,USD,H,Pago
100,000050000088,000003,20221031,20240501,1144594,USD,H,Comision
100,000050000088,000004,20230926,20200416,1639520,USD,S,Comision
100,000050000088,000005,20210507,20230824,3478771,USD,H,Pago
100,000050000088,000006,20220102,20240101,3267565,USD,S,Deposito
100,000050000088,000007,20210316,20211126,443032,USD,H,Retiro
100,000050000088,000008,20221021,20231121,1885022,USD,S,Retiro
100,000050000088,000009,20221014,20210615,529747,USD,S,Deposito
100,000050000088,000010,20210902,20240627,243055,USD,S,Retiro
100,000050000088,000011,20200714,20231204,4354885,USD,H,Pago
100,000050000088,000012,20240707,20241025,1996061,USD,H,Retiro
100,000050000088,000013,20220816,20201228,2284575,USD,S,Deposito
100,000050000088,000014,20210129,20231009,1346013,USD,S,Pago
100,000050000089,000001,20230611,20201206,2022116,CLP,S,Retiro
100,000050000089,000002,20200420,20221111,594709,CLP,H,Retiro
100,000050000089,000003,20221201,20220113,4700596,CLP,S,Pago
100,000050000089,000004,20230707,20221221,4275987,CLP,H,Pago
100,000050000089,000005,20200302,20241014,310517,CLP,S,Pago
100,000050000089,000006,20240423,20241005,3404998,CLP,H,Comision
100,000050000089,000007,20210618,20210403,3116011,CLP,S,Retiro
100,000050000089,000008,20201105,20220311,2340717,CLP,H,Transferencia
100,000050000089,000009,20201122,20241003,3476118,CLP,S,Deposito
100,000050000089,000010,20200713,20210312,3614785,CLP,S,Transferencia
100,000050000089,000011,20241127,20240813,2916329,CLP,H,Deposito
100,000050000089,000012,20210830,20230411,557579,CLP,H,Deposito
100,000050000089,000013,20201104,20200612,3289596,CLP,S,Deposito
100,50000089,000014,20200920,20210515,833162,CLP,H,Deposito
100,000050000089,000015,20240528,20210530,1942149,CLP,S,Transferencia
100,000050000090,000001,20231006,20220514,301550,USD,S,Transferencia
100,000050000090,000002,20220919,20240109,231452,USD,S,Transferencia
100,000050000090,000003,20221007,20240312,3500272,USD,H,Transferencia
100,000050000090,000004,20220731,20200706,762594,USD,H,Deposito
100,000050000090,000005,20210705,20211128,23833,USD,H,Comision
100,000050000090,000006,20240206,20240406,4638446,USD,S,Comision
100,000050000090,000007,20201107,20210106,3954545,USD,S,Deposito
100,000050000090,000008,20231021,20221014,2525131,USD,S,Pago
100,000050000090,000009,20220530,20240717,3959319,USD,H,Deposito
100,000050000090,000010,20241022,20230126,1121693,USD,H,Comision
100,000050000090,000011,20200108,20201008,4429593,USD,H,Deposito
100,000050000090,000012,20241019,20220424,4316341,USD,H,Retiro
100,000050000090,000013,20231227,20200625,776695,USD,H,Comision
100,000050000090,000014,20221201,20210902,1342949,USD,S,Comision
100,000050000090,000015,20220405,20210315,62570,USD,S,Pago
100,000050000090,000016,20220327,20211029,3115592,USD,S,Comision
100,000050000091,000001,20241130,20240604,719892,JPY,S,Pago
100,000050000091,000002,20210405,20241119,3044839,JPY,S,Pago
100,000050000091,000003,20241028,20210903,1243657,JPY,H,Comision
100,000050000091,000004,20200302,20231007,4075464,JPY,S,Retiro
100,000050000091,000005,20240905,20220419,1294959,JPY,H,Transferencia
100,000050000091,000006,20230312,20200112,1313183,JPY,H,Comision
100,000050000091,000007,20241205,20241108,2362802,JPY,S,Deposito
100,000050000091,000008,20230901,20240821,1169365,JPY,H,Retiro
100,000050000091,000009,20210817,20211217,2894631,JPY,H,Deposito
100,000050000091,000010,20220213,20200501,4373818,JPY,H,Pago
100,000050000091,000011,20240805,20210528,4680872,JPY,S,Retiro
100,000050000092,000001,20230806,20230718,177339,MXN,H,Deposito
100,000050000092,000002,20240625,20240323,66864,MXN,S,Pago
100,000050000092,000003,20221130,20230624,335179,MXN,H,Comision
100,000050000092,000004,20201030,20210101,1253130,MXN,H,Comision
100,50000092,000005,20240211,20241007,2757363,MXN,H,Transferencia
100,000050000092,000006,20231117,20200822,4571915,MXN,H,Pago
100,000050000092,000007,20230923,20231114,2796568,MXN,H,Pago
100,000050000092,000008,20240507,20220413,918899,MXN,H,Transferencia
100,000050000092,000009,20230722,20200226,3053518,MXN,S,Deposito
100,000050000092,000010,20240617,20211107,4136374,MXN,H,Transferencia
100,000050000092,000011,20240105,20200919,2759771,MXN,S,Comision
100,000050000092,000012,20230729,20210414,3795690,MXN,S,Comision
100,000050000092,000013,20230129,20231203,538198,MXN,S,Transferencia
100,000050000092,000014,20240117,20240801,4311359,MXN,S,Deposito
100,000050000092,000015,20230407,20240712,3251783,MXN,H,Comision
100,000050000092,000016,20230728,20230813,2805038,MXN,S,Deposito
100,000050000092,000017,20211118,20200620,3372726,MXN,S,Pago
100,000050000093,000001,20220315,20201204,12342,CLP,S,Comision
100,000050000093,000002,20201112,20240501,3499171,CLP,S,Transferencia
100,000050000093,000003,20240210,20240318,1501599,CLP,S,Retiro
100,000050000093,000004,20230731,20230813,208197,CLP,S,Retiro
100,000050000093,000005,20230723,20220627,4379075,CLP,S,Deposito
100,000050000093,000006,20230704,20200913,3152577,CLP,S,Pago
100,000050000093,000007,20210726,20210927,987496,CLP,S,Transferencia
100,000050000093,000008,20210106,20211112,2515430,CLP,H,Retiro
100,000099001092,000009,20210806,20240704,3258929,CLP,S,Retiro
100,000050000093,000010,20220730,20201203,4189391,CLP,S,Retiro
100,000050000094,000001,20220723,20240324,2397297,USD,H,Comision
100,000050000094,000002,20200208,20220519,1608126,USD,S,Pago
100,000050000094,000003,20210131,20230318,1742625,USD,H,Pago
100,000050000094,000004,20220224,20230609,408647,USD,S,Comision
100,000050000094,000005,20201201,20221003,4432739,USD,H,Retiro
100,000050000094,000006,20241111,20200219,3443490,USD,S,Deposito
100,000050000094,000007,20240630,20200620,1880429,USD,S,Deposito
100,000050000094,000008,20211011,20231113,3311722,USD,S,Comision
100,000050000094,000009,20240323,20241118,4596652,USD,S,Retiro
100,000050000094,000010,20200701,20240712,1681883,USD,H,Pago
100,000050000094,000011,20201214,20220609,1453798,USD,S,Deposito
100,000050000094,000012,20240303,20200709,3740762,USD,S,Comision
100,000050000094,000013,20220111,20200514,2931809,USD,S,Retiro
100,000050000095,000001,20231010,20221204,1260518,MXN,H,Transferencia
100,000050000095,000002,20211210,20200926,4082616,MXN,S,Pago
100,000050000095,000003,20220216,20240318,3721800,MXN,S,Deposito
100,000050000095,000004,20241202,20230330,2259451,MXN,H,Transferencia
100,000050000095,000005,20220902,20240708,2323631,MXN,S,Transferencia
100,000050000095,000006,20230715,20231102,4957752,MXN,S,Comision
100,000050000096,000001,20210520,20201222,4868076,USD,S,Retiro
100,000050000096,000002,20210524,20210816,1758862,USD,H,Retiro
100,000050000096,000003,20221127,20201201,4358517,USD,S,Comision
100,000050000096,000004,20210510,20230801,414594,USD,H,Comision
100,000050000096,000005,20220127,20240129,2768096,USD,H,Transferencia
100,000050000096,000006,20200520,20220708,2364790,USD,S,Pago
100,000050000096,000007,20210810,20240317,3374978,USD,S,Comision
100,000050000097,000001,20200805,20210114,1179581,MXN,S,Deposito
